year,language,type,count
2021,PigLatin,programming,10
2021,PlantUML,data,6
2021,Portugol,programming,5
2021,PostScript,markup,182
2021,PowerShell,programming,125
2021,Prisma,data,3
2021,Processing,programming,166
2021,Protocol Buffer,data,42
2021,Protocol Buffer Text Format,data,1
2021,Public Key,data,8
2021,Pug,markup,143
2021,PureBasic,programming,72
2021,Python,programming,32850
2021,QML,programming,147
2021,QMake,programming,11
2021,R,programming,189
2021,Racket,programming,30
2021,Raku,programming,270
2021,Red,programming,8
2021,Rich Text Format,markup,55
2021,RobotFramework,programming,48
2021,Roff,markup,4
2021,Ruby,programming,3700
2021,SAS,programming,4
2021,SCSS,markup,3383
2021,SQL,data,50
2021,STL,data,18
2021,SVG,data,4167
2021,Sass,markup,147
2021,Scala,programming,83
2021,Scheme,programming,72
2021,Shell,programming,2157
2021,Slash,programming,5
2021,Slim,markup,71
2021,SourcePawn,programming,1
2021,Standard ML,programming,23
2021,Starlark,programming,2
2021,Stata,programming,6
2021,Stylus,markup,3
2021,SuperCollider,programming,15
2021,Svelte,markup,52
2021,Swift,programming,2479
2021,SystemVerilog,programming,75
2021,TLA,programming,11
2021,TOML,data,528
2021,TSV,data,11
2021,Tcl,programming,166
2021,Tcsh,programming,35
2021,TeX,markup,1184
2021,Twig,markup,307
2021,Unity3D Asset,data,20638
2021,VBScript,programming,18
2021,VHDL,programming,426
2021,Vala,programming,56
2021,Vim Snippet,markup,27
2021,Vim script,programming,640
2021,Visual Basic .NET,programming,10
2021,Visual Basic 6.0,programming,1
2021,Vue,markup,5996
2021,Wavefront Material,data,17
2021,Wavefront Object,data,4277
2021,WebVTT,data,3
2021,Windows Registry Entries,data,4
2021,Wolfram Language,programming,2
2021,XML,data,26296
2021,XML Property List,data,1
2021,XSLT,programming,7
2021,Xonsh,programming,6
2021,YAML,data,12
2021,Yacc,programming,9
2021,Zig,programming,1
2021,desktop,data,4
2021,dircolors,data,3
2021,edn,data,11
2021,fish,programming,113
2021,kvlang,markup,15
2021,xBase,programming,2
2022,1C Enterprise,programming,5
2022,ABAP,programming,10
2022,ABAP CDS,programming,1
2022,ALGOL,programming,13
2022,ANTLR,programming,9
2022,ASL,programming,77
2022,ASP.NET,programming,312
2022,Ada,programming,5
2022,Adblock Filter List,data,19334
2022,Altium Designer,data,12
2022,Astro,markup,8
2022,AutoHotkey,programming,8
2022,Awk,programming,1
2022,BAML,programming,12
2022,Ballerina,programming,2
2022,Batchfile,programming,9882
2022,BibTeX,markup,119
2022,Bicep,programming,89
2022,Brightscript,programming,1
2022,C,programming,38852
2022,C++,programming,15887
2022,CAP CDS,programming,9
2022,CIL,data,2
2022,CMake,programming,1980
2022,COLLADA,data,4
2022,CQL,programming,1
2022,CSON,data,1
2022,CSS,markup,13493
2022,CSV,data,40734
2022,Cabal Config,data,6
2022,Checksums,data,666
2022,Classic ASP,programming,15
2022,Clojure,programming,358
2022,Common Lisp,programming,2
2022,Cuda,programming,1
2022,Cypher,programming,4
2022,Cython,programming,3
2022,DM,programming,2
2022,Dart,programming,6516
2022,DataWeave,programming,16
2022,Diff,data,201
2022,Dockerfile,programming,92
2022,Dotenv,data,374
2022,E-mail,data,3
2022,EJS,markup,1076
2022,Edge,markup,27
2022,EditorConfig,data,151
2022,Elixir,programming,17
2022,Emacs Lisp,programming,303
2022,Erlang,programming,4
2022,F#,programming,2
2022,Fennel,programming,579
2022,Forth,programming,101
2022,Fortran Free Form,programming,698
2022,G-code,programming,1
2022,GCC Machine Description,programming,40556
2022,GDShader,programming,2
2022,GLSL,programming,38
2022,GN,data,872
2022,GSC,programming,16
2022,Genero per,markup,18
2022,Gerber Image,data,21
2022,Gherkin,programming,139
2022,Git Config,data,57
2022,Go,programming,2290
2022,Go Template,markup,23
2022,Godot Resource,data,299
2022,Gradle,data,1392
2022,GraphQL,data,29
2022,Graphviz (DOT),data,11
2022,Groovy,programming,266
2022,Groovy Server Pages,programming,24
2022,HCL,programming,938
2022,HLSL,programming,1
2022,HTML,markup,2903
2022,HTML+EEX,markup,1
2022,HTML+ERB,markup,1423
2022,HTML+PHP,markup,28
2022,HTML+Razor,markup,1301
2022,HTTP,data,49
2022,HXML,data,2
2022,Handlebars,markup,563
2022,Haskell,programming,138
2022,Haxe,programming,76
2022,INI,data,1419
2022,Ignore List,data,1926
2022,ImageJ Macro,programming,1
2022,Inno Setup,programming,4
2022,JSON,data,304
2022,JSON with Comments,data,2
2022,JSON5,data,16
2022,Java,programming,36939
2022,Java Server Pages,programming,1876
2022,JavaScript,programming,62430
2022,Jest Snapshot,data,54
2022,Jinja,markup,76
2022,Julia,programming,65
2022,Jupyter Notebook,markup,2122
2022,Kotlin,programming,9831
2022,Less,markup,226
2022,Linker Script,programming,42
2022,Liquid,markup,318
2022,LookML,programming,1
2022,Lua,programming,1408
2022,Luau,programming,83
2022,M3U,data,5
2022,MDX,markup,31
2022,Makefile,programming,709
2022,Microsoft Visual Studio Solution,data,485
2022,Modula-3,programming,2
2022,Mustache,markup,11
2022,NEON,data,6
2022,NetLogo,programming,1
2022,Nextflow,programming,6
2022,Ninja,data,88
2022,Nix,programming,412
2022,Nunjucks,markup,87
2022,OCaml,programming,4
2022,OMNeT++ NED,programming,1
2022,OpenSCAD,programming,1
2022,P4,programming,1
2022,PHP,programming,2
2022,PLSQL,programming,91
2022,PLpgSQL,programming,2
2022,Parrot,programming,10
2022,Pascal,programming,26
2022,Perl,programming,3
2022,PlantUML,data,148
2022,PostCSS,markup,3
2022,PostScript,markup,5
2022,PowerShell,programming,71
2022,Prisma,data,74
2022,Processing,programming,26
2022,Protocol Buffer,data,77
2022,Public Key,data,34
2022,Pug,markup,335
2022,PureBasic,programming,24
2022,Python,programming,32615
2022,QML,programming,47
2022,QMake,programming,5
2022,R,programming,202
2022,RAML,markup,6
2022,RPGLE,programming,2
2022,Racket,programming,125
2022,Raku,programming,154
2022,Raw token data,data,1
2022,Red,programming,2
2022,Rich Text Format,markup,28
2022,RobotFramework,programming,16
2022,Roff,markup,3
2022,Ruby,programming,2821
2022,SAS,programming,7
2022,SCSS,markup,4411
2022,SQL,data,36
2022,STL,data,9
2022,SVG,data,2333
2022,SWIG,programming,8
2022,Sass,markup,140
2022,Scala,programming,43
2022,Scheme,programming,101
2022,Scilab,programming,8
2022,Shell,programming,2691
2022,Slim,markup,143
2022,Stan,programming,7
2022,Standard ML,programming,8
2022,Stata,programming,3
2022,Stylus,markup,4
2022,SuperCollider,programming,1
2022,Svelte,markup,341
2022,Swift,programming,1648
2022,SystemVerilog,programming,17
2022,TOML,data,990
2022,TSV,data,32
2022,Tcl,programming,5
2022,Tcsh,programming,23
2022,TeX,markup,883
2022,Twig,markup,197
2022,Unity3D Asset,data,21664
2022,VHDL,programming,14
2022,Vala,programming,6
2022,Vim Snippet,markup,73
2022,Vim script,programming,420
2022,Visual Basic .NET,programming,247
2022,Vue,markup,4627
2022,WDL,programming,11
2022,Wavefront Material,data,2
2022,Wavefront Object,data,17194
2022,WebVTT,data,2
2022,Wolfram Language,programming,1
2022,XML,data,23104
2022,XML Property List,data,11
2022,XSLT,programming,6
2022,Xonsh,programming,2
2022,YAML,data,51
2022,Yacc,programming,2
2022,Zig,programming,30
2022,desktop,data,4
2022,edn,data,51
2022,fish,programming,167
2022,kvlang,markup,64
2022,nesC,programming,3
2022,xBase,programming,1
2023,1C Enterprise,programming,6
2023,ABAP,programming,7
2023,ASP.NET,programming,134
2023,Adblock Filter List,data,9302
2023,Altium Designer,data,75
2023,Astro,markup,159
2023,AutoHotkey,programming,14
2023,B (Formal Method),programming,8
2023,BAML,programming,21
2023,Batchfile,programming,320
2023,BibTeX,markup,19
2023,Bicep,programming,7
2023,Brightscript,programming,49
2023,C,programming,56762
2023,C++,programming,12205
2023,CAP CDS,programming,1
2023,CMake,programming,2162
2023,COLLADA,data,3
2023,CSS,markup,14626
2023,CSV,data,12085
2023,Cabal Config,data,5
2023,Checksums,data,163
2023,Classic ASP,programming,117
2023,Clojure,programming,150
2023,CoffeeScript,programming,1
2023,ColdFusion,programming,3
2023,Common Lisp,programming,1
2023,Cuda,programming,8
2023,DM,programming,5
2023,Dart,programming,7940
2023,Daslang,programming,12
2023,Dhall,programming,3
2023,Diff,data,367
2023,Dockerfile,programming,99
2023,Dotenv,data,469
2023,EJS,markup,529
2023,EditorConfig,data,315
2023,Elixir,programming,6
2023,Emacs Lisp,programming,244
2023,Erlang,programming,1
2023,F#,programming,1
2023,Fennel,programming,40
2023,FlatBuffers,data,1
2023,Forth,programming,169
2023,Fortran Free Form,programming,168
2023,GCC Machine Description,programming,46999
2023,GLSL,programming,59
2023,GN,data,636
2023,Gerber Image,data,20
2023,Gherkin,programming,73
2023,Git Config,data,35
2023,Gleam,programming,2
2023,Go,programming,2782
2023,Go Template,markup,28
2023,Godot Resource,data,345
2023,Gradle,data,1514
2023,GraphQL,data,37
2023,Graphviz (DOT),data,100
2023,Groovy,programming,87
2023,HCL,programming,314
2023,HTML,markup,215
2023,HTML+EEX,markup,1
2023,HTML+ERB,markup,1055
2023,HTML+PHP,markup,64
2023,HTML+Razor,markup,916
2023,HTTP,data,51
2023,Haml,markup,25
2023,Handlebars,markup,679
2023,Haskell,programming,27
2023,Haxe,programming,5
2023,INI,data,621
2023,Ignore List,data,1913
2023,Io,programming,1
2023,JSON,data,178
2023,JSON with Comments,data,28
2023,JSON5,data,36
2023,Java,programming,40048
2023,Java Server Pages,programming,717
2023,JavaScript,programming,67294
2023,Jest Snapshot,data,42
2023,Jinja,markup,21
2023,Julia,programming,15
2023,Jupyter Notebook,markup,2090
2023,KDL,data,7
2023,Kotlin,programming,6040
2023,LLVM,programming,3
2023,Lark,data,1
2023,Latte,markup,1
2023,Less,markup,269
2023,LilyPond,programming,2
2023,Linker Script,programming,24
2023,Liquid,markup,12
2023,Logos,programming,5
2023,LookML,programming,31
2023,Lua,programming,1138
2023,Luau,programming,47
2023,M3U,data,5
2023,MDX,markup,15
2023,MQL4,programming,1
2023,Macaulay2,programming,1
2023,Makefile,programming,124
2023,Metal,programming,1
2023,Microsoft Visual Studio Solution,data,382
2023,Mustache,markup,41
2023,NEON,data,2
2023,Nextflow,programming,4
2023,Nginx,data,1
2023,Nim,programming,34
2023,Ninja,data,131
2023,Nix,programming,279
2023,Nunjucks,markup,34
2023,OCaml,programming,14
2023,PLSQL,programming,18
2023,PLpgSQL,programming,4
2023,Parrot,programming,3
2023,Pascal,programming,35
2023,Perl,programming,5
2023,PlantUML,data,6
2023,PostCSS,markup,10
2023,PostScript,markup,1
2023,PowerShell,programming,225
2023,Prisma,data,89
2023,Processing,programming,325
2023,Protocol Buffer,data,85
2023,Public Key,data,8
2023,Pug,markup,94
2023,PureBasic,programming,97
2023,PureScript,programming,7
2023,Python,programming,35734
2023,QML,programming,4
2023,QMake,programming,86
2023,R,programming,141
2023,RON,data,5
2023,Raku,programming,83
2023,Raw token data,data,1
2023,Red,programming,32
2023,Rich Text Format,markup,9
2023,RobotFramework,programming,101
2023,Roff,markup,6
2023,Ruby,programming,2617
2023,SAS,programming,1
2023,SCSS,markup,4915
2023,SQL,data,12
2023,STL,data,11
2023,SVG,data,3400
2023,Sass,markup,186
2023,Scala,programming,16
2023,Scheme,programming,41
2023,Shell,programming,2109
2023,Slim,markup,4
2023,SourcePawn,programming,1
2023,Stan,programming,2
2023,Standard ML,programming,1
2023,Stata,programming,13
2023,Stylus,markup,6
2023,Svelte,markup,554
2023,Swift,programming,2806
2023,TLA,programming,2
2023,TOML,data,847
2023,TSV,data,92
2023,Tcl,programming,18
2023,Tcsh,programming,39
2023,TeX,markup,238
2023,Turtle,data,335
2023,Twig,markup,79
2023,TypeScript,programming,12
2023,Unity3D Asset,data,46559
2023,VBScript,programming,1
2023,VHDL,programming,80
2023,Vala,programming,28
2023,Verilog,programming,2
2023,Vim script,programming,150
2023,Visual Basic .NET,programming,28
2023,Vue,markup,4250
2023,WDL,programming,6
2023,WGSL,programming,9
2023,Wavefront Material,data,34
2023,Wavefront Object,data,17987
2023,Wolfram Language,programming,5
2023,X PixMap,data,36
2023,XML,data,15139
2023,XML Property List,data,3
2023,Xonsh,programming,1
2023,YAML,data,10
2023,Zig,programming,34
2023,desktop,data,12
2023,dircolors,data,1
2023,edn,data,4
2023,fish,programming,134
2023,kvlang,markup,16
2023,xBase,programming,9
2024,1C Enterprise,programming,1
2024,ABAP,programming,2
2024,ASL,programming,3
2024,ASP.NET,programming,32
2024,Adblock Filter List,data,31874
2024,Aiken,programming,1
2024,Altium Designer,data,11
2024,Astro,markup,283
2024,Awk,programming,1
2024,B (Formal Method),programming,1
2024,BAML,programming,9
2024,Batchfile,programming,106
2024,BibTeX,markup,15
2024,Brightscript,programming,1
2024,C,programming,5702
2024,C++,programming,6593
2024,CAP CDS,programming,5
2024,CMake,programming,961
2024,CQL,programming,1
2024,CSON,data,1
2024,CSS,markup,7531
2024,CSV,data,7416
2024,Cabal Config,data,3
2024,Cap'n Proto,programming,1
2024,Checksums,data,12
2024,Classic ASP,programming,1
2024,Clojure,programming,68
2024,Cython,programming,1
2024,DIGITAL Command Language,programming,1
2024,DM,programming,10
2024,Dart,programming,4215
2024,Daslang,programming,2
2024,Diff,data,386
2024,Dockerfile,programming,76
2024,Dotenv,data,333
2024,EJS,markup,67
2024,EditorConfig,data,124
2024,Elixir,programming,51
2024,Elm,programming,172
2024,Emacs Lisp,programming,130
2024,EmberScript,programming,1
2024,Erlang,programming,8
2024,FlatBuffers,data,2
2024,Forth,programming,100
2024,Fortran Free Form,programming,70
2024,GCC Machine Description,programming,24063
2024,GDB,programming,1
2024,GDShader,programming,25
2024,GLSL,programming,32
2024,GN,data,965
2024,Gerber Image,data,36
2024,Gherkin,programming,17
2024,Git Config,data,85
2024,Gleam,programming,13
2024,Go,programming,2134
2024,Go Template,markup,6
2024,Godot Resource,data,492
2024,Gradle,data,470
2024,GraphQL,data,45
2024,Groovy,programming,29
2024,HCL,programming,412
2024,HTML,markup,160
2024,HTML+EEX,markup,1
2024,HTML+ERB,markup,430
2024,HTML+PHP,markup,110
2024,HTML+Razor,markup,512
2024,HTTP,data,50
2024,Handlebars,markup,513
2024,Haskell,programming,40
2024,Haxe,programming,5
2024,INI,data,410
2024,Ignore List,data,986
2024,Inno Setup,programming,1
2024,Io,programming,1
2024,JFlex,programming,1
2024,JSON,data,65
2024,JSON with Comments,data,14
2024,JSON5,data,28
2024,Java,programming,17190
2024,Java Server Pages,programming,269
2024,JavaScript,programming,30090
2024,Jest Snapshot,data,54
2024,Jinja,markup,9
2024,Julia,programming,9
2024,Jupyter Notebook,markup,1440
2024,KDL,data,2
2024,Kotlin,programming,2449
2024,LabVIEW,programming,2
2024,Latte,markup,7
2024,Less,markup,27
2024,LilyPond,programming,57
2024,Liquid,markup,12
2024,Lua,programming,1339
2024,Luau,programming,2
2024,M3U,data,20
2024,MDX,markup,13
2024,MQL4,programming,2
2024,Makefile,programming,129
2024,Microsoft Visual Studio Solution,data,254
2024,Modula-3,programming,1
2024,Mustache,markup,1
2024,NEON,data,3
2024,NSIS,programming,1
2024,Nextflow,programming,2
2024,Nginx,data,1
2024,Ninja,data,56
2024,Nix,programming,626
2024,Nunjucks,markup,27
2024,PLSQL,programming,21
2024,Parrot,programming,8
2024,Pascal,programming,13
2024,Perl,programming,18
2024,PlantUML,data,4
2024,Portugol,programming,2
2024,PostCSS,markup,10
2024,PowerShell,programming,30
2024,Prisma,data,74
2024,Processing,programming,9
2024,Protocol Buffer,data,32
2024,Public Key,data,11
2024,Pug,markup,33
2024,PureBasic,programming,4
2024,Python,programming,19082
2024,QMake,programming,19
2024,R,programming,74
2024,RBS,data,1
2024,RON,data,6
2024,Raku,programming,53
2024,Raw token data,data,1
2024,Red,programming,8
2024,Rich Text Format,markup,15
2024,RobotFramework,programming,42
2024,Roff,markup,4
2024,Ruby,programming,2019
2024,SCSS,markup,1835
2024,STL,data,6
2024,SVG,data,4335
2024,Sass,markup,136
2024,Scala,programming,11
2024,Shell,programming,1792
2024,Stylus,markup,3
2024,Svelte,markup,792
2024,Swift,programming,1801
2024,TOML,data,987
2024,TSV,data,6
2024,Tcl,programming,4
2024,Tcsh,programming,18
2024,TeX,markup,107
2024,Twig,markup,104
2024,TypeScript,programming,18
2024,Unity3D Asset,data,21958
2024,VBScript,programming,2
2024,VCL,programming,1
2024,Vala,programming,31
2024,Vim Snippet,markup,1
2024,Vim script,programming,161
2024,Visual Basic .NET,programming,15
2024,Vue,markup,2266
2024,Vyper,programming,1
2024,WDL,programming,2
2024,Wavefront Object,data,9375
2024,WebAssembly,programming,1
2024,Wolfram Language,programming,1
2024,X PixMap,data,47
2024,XML,data,9771
2024,XSLT,programming,3
2024,Zig,programming,10
2024,desktop,data,3
2024,fish,programming,82
2024,iCalendar,data,17
2024,mcfunction,programming,616
2024,nanorc,data,2
2024,nesC,programming,1
2025,ANTLR,programming,51
2025,ASP.NET,programming,1
2025,Adblock Filter List,data,6199
2025,Astro,markup,127
2025,Awk,programming,2
2025,Batchfile,programming,10
2025,BibTeX,markup,5
2025,C,programming,3512
2025,C++,programming,7124
2025,CMake,programming,23
2025,CSS,markup,538
2025,CSV,data,129
2025,Checksums,data,22
2025,Cython,programming,2
2025,DM,programming,8
2025,Dart,programming,148
2025,Diff,data,799
2025,Dockerfile,programming,19
2025,Dotenv,data,31
2025,EditorConfig,data,9
2025,Elixir,programming,52
2025,Emacs Lisp,programming,70
2025,Forth,programming,131
2025,Fortran Free Form,programming,612
2025,GCC Machine Description,programming,7408
2025,GDB,programming,1
2025,GDShader,programming,1
2025,GLSL,programming,1
2025,GN,data,1975
2025,Git Config,data,56
2025,Go,programming,1137
2025,Go Template,markup,7
2025,Godot Resource,data,32
2025,Gradle,data,253
2025,GraphQL,data,1
2025,HCL,programming,204
2025,HTML,markup,2
2025,HTML+ERB,markup,130
2025,HTML+PHP,markup,17
2025,Handlebars,markup,8
2025,INI,data,35
2025,Ignore List,data,185
2025,JSON,data,101
2025,JSON with Comments,data,15
2025,JSON5,data,54
2025,Java,programming,2610
2025,Java Server Pages,programming,9
2025,JavaScript,programming,8377
2025,Jest Snapshot,data,27
2025,Julia,programming,3
2025,Jupyter Notebook,markup,71
2025,KDL,data,5
2025,Kotlin,programming,851
2025,Less,markup,1
2025,Liquid,markup,1
2025,Lua,programming,735
2025,MDX,markup,6
2025,Makefile,programming,5
2025,Microsoft Visual Studio Solution,data,1
2025,NEON,data,2
2025,Nix,programming,763
2025,Nunjucks,markup,9
2025,Parrot,programming,3
2025,Pascal,programming,20
2025,Perl,programming,1
2025,PlantUML,data,1
2025,PowerShell,programming,12
2025,Protocol Buffer,data,13
2025,PureBasic,programming,1
2025,Python,programming,3119
2025,QML,programming,4
2025,R,programming,4
2025,RBS,data,2
2025,RON,data,1
2025,Raku,programming,82
2025,Red,programming,1
2025,Ruby,programming,380
2025,SCSS,markup,274
2025,SVG,data,1991
2025,Sass,markup,13
2025,Scala,programming,3
2025,Scheme,programming,1
2025,Shell,programming,1183
2025,Starlark,programming,1
2025,Stylus,markup,9
2025,SuperCollider,programming,1
2025,Svelte,markup,72
2025,Swift,programming,603
2025,SystemVerilog,programming,13
2025,TLA,programming,121
2025,TOML,data,737
2025,TeX,markup,19
2025,Twig,markup,33
2025,TypeScript,programming,47
2025,Unity3D Asset,data,49
2025,Vento,markup,1
2025,Vim Snippet,markup,5
2025,Vim script,programming,114
2025,Vue,markup,1521
2025,X PixMap,data,56
2025,XML,data,754
2025,XML Property List,data,2
2025,YAML,data,3
2025,desktop,data,2
2025,fish,programming,82
2025,iCalendar,data,8
2026,ANTLR,programming,8
2026,Adblock Filter List,data,1680
2026,Astro,markup,50
2026,Batchfile,programming,8
2026,BibTeX,markup,1
2026,C,programming,841
2026,C++,programming,1708
2026,CMake,programming,5
2026,CSS,markup,261
2026,CSV,data,16
2026,Checksums,data,17
2026,Dart,programming,42
2026,Diff,data,559
2026,Dockerfile,programming,3
2026,Dotenv,data,10
2026,EditorConfig,data,1
2026,Emacs Lisp,programming,38
2026,Forth,programming,7
2026,Fortran Free Form,programming,263
2026,GCC Machine Description,programming,3811
2026,GN,data,312
2026,Gherkin,programming,5
2026,Git Config,data,20
2026,Go,programming,1248
2026,Go Template,markup,8
2026,Gradle,data,71
2026,HCL,programming,110
2026,HTML,markup,4
2026,HTML+ERB,markup,3
2026,INI,data,70
2026,Ignore List,data,129
2026,JSON with Comments,data,42
2026,JSON5,data,18
2026,Java,programming,2111
2026,Java Server Pages,programming,1
2026,JavaScript,programming,2516
2026,Jest Snapshot,data,19
2026,Jinja,markup,5
2026,Jupyter Notebook,markup,32
2026,KDL,data,66
2026,Kotlin,programming,260
2026,LSL,programming,1
2026,Linker Script,programming,1
2026,Lua,programming,392
2026,MDX,markup,1
2026,Makefile,programming,3
2026,NEON,data,1
2026,Nix,programming,188
2026,PHP,programming,9
2026,Parrot,programming,1
2026,Pascal,programming,8
2026,PowerShell,programming,72
2026,Prisma,data,1
2026,Protocol Buffer,data,5
2026,Python,programming,2103
2026,Ruby,programming,206
2026,SCSS,markup,267
2026,SVG,data,365
2026,Scala,programming,15
2026,Shell,programming,827
2026,Swift,programming,73
2026,TOML,data,508
2026,Tape,programming,1
2026,Tcsh,programming,1
2026,TeX,markup,8
2026,TypeScript,programming,59
2026,Unity3D Asset,data,429
2026,Vim Snippet,markup,3
2026,Vim script,programming,40
2026,Vue,markup,27
2026,XML,data,405
2026,XSLT,programming,1
2026,fish,programming,47
2026,kvlang,markup,1
